Identity;Vote_account;Active_stake
Mikh Map;8dk8UAi3d6K49fCPiwXyPynhYjQX6wxVA8mdSNzTGVts;77533.9295
8g6tzWhFtBQLMFpocAEppnaT2Zrebzhyba5rvCmvygeL;HprbPTS27zWQMqfqvuTCMCnAwmMSqXMjCaMa3HxpEMsg;77532.9299
Amt7zuksiYxTe3JAHUZXW7JDwx2bEHtWoed7hPBxuaie;4ZyrfokvVoHjyUA8bewrURrgkL4ktNHj93qctJnCaJ1u;77532.8214
C64HQzVeuUakYPTFAbKsrhmzSiQYJDKtE8B3A1bDGrqG;5WF1VwByGfW31Nmk1xcfz9k5YyZLskX4659JXyAA3rpb;77532.3156
8augxYLUge2iWmitQMwbcBL5VQEpsM6aJdRofhwpnzyw;o27rnqfNHPwHsRp2xPXXwWzn2q2dGxn6UD4Rt5KMU5h;77532.2363
GafF2qoGAYpX9AcLr2UsLATS43aPmhTFVhFg5PSFhAUU;J2bkHz1mLXNjaEqjYFDBzfJagNvSHPqDf8hQnWiAnmuQ;77531.7722
CaFVE69gbivSihnMR4ftcifvRFG5t1jR5sxhU9bHXcjU;23Zb7GQBxknEZcBQYAgbjaE9Z8waYcgig6aFUV6birfy;77531.7307
B7Carb6EurdvkaxNwJu45BGG918SGZs75kxSqypiH9AQ;EpN7127yV86ohorE89X9PTts6nN1P2KNqBU3jNERzWBj;77531.7294
4o2TxN5RNxjiLvEbK56ZyaZ1bg3ZTgaTLpPRqi8vEkRS;8guXF5HQVU4g71ZCnn6aEJxQyb59NaEc4XCGjF5arsiH;77531.115
5ZqYxrnDuBmPPCRxayzfRPygdC8vcoLKJVgSg9pprjX8;4Fd26eXKvG8ySnyqY3gimyy5XBU3JouKubwwL3bUeaug;77530.4382
2czjop4YDooUmQP1eY5AYABwdxnZUb4vMrAFCcctZyGj;7ivW2gg6DgMzvjnp4L2vXBixrtjXLYgKueQKVGtrtREp;77530.2098
26cnPXNAAFs1oGuFpsgnjbB4ym9YkcMMdd7Z48hr5yyY;4vvMs395UWnjvrmwqEDHP2RrVHAq1CHnoovFs1ZS2CXV;77529.5703
BhHwxtPKSmSdRSFyRpsDmhhYUcqaGeKfLpXTGdtUXZa5;9StaT8sPVEhksJcsAmekzy9mGvfiNHR4dx96Tk1gN19e;77529.194
7wfiattvWULRd5fpknDGHuN84ePhDsmtxdqHeyFL6wKE;78TqFdfHpVULu9EbsouUEGibUJb27DwNLYGsR9qqJJeb;77529.1444
B2KjdiHYy2rRQZxT3CckhhSxFQdTsCobd1sZkSXqMDwM;GbWnH2HitxYTKdHaG93ruxppRr7Rv6xRH1zEuEGAwf7C;77529.0978
sukhov;H8ByRrxt3hxFY6wWEsRSAUvD9iT5wJWdVYQzCnhuPXsU;77528.6942
zero;3LAzTH2Fbsza2wbnKgrDcQKdaQRshQkb4w4vk12E5KH2;77527.9876
3ya1wtd31AiPj4RuJ51XFVzw2N98wD2edH25naQQsNJ1;7hQFSPy3ZkFQLaWek8PnCoF1HeSTPz5SYQYzrKHHKSxy;77527.9468
7hnfZ7rGtfCbFdc2rbx7UFph2gtXDq9PrjnctZeXfZiA;6oYEU9SSP3BANYiLwqfrdS1Mt3DNVKkkxcC3VuGV5ZwF;77527.59
Cherkes;8vrKvjW3FAWxHkUu82VSyeJhGsPp9Y4v3g7nR9JrReqh;77527.0148
3W3NxpDqirkLbdm76zPV9giJycwFF9K18f6YgwHpma8P;6rC1zg98a89eQurdnvXz6uJ3zZZa2f683WwCDB41Us8w;77526.8957
FvBrooVoGfi56ux9L49HZLDHMt4iznYVDAMtyH2ee2LD;5U2ConkgHqm1URrahezEs2KakfkY3hqaUJqJ7ooUy6iJ;77526.7766
Making.cash Validator;8BbpzqTUCUa4oR71AMgcBiTQvd6Gta3xJHCG4xK9mKBp;77526.062
DYQVkoi9aW1MZMRyA2A17QLUDw8gGzkexuytKSpwUcu6;Feoj2zcQvbS5Ywjsbwau2BrQjjdd1XvciB3ZFzNPccCj;77526.0607
5P8s1gCn74KwCEuG9kbst4f7tVKqPBAAoTGbGHLbhF87;CtEAGSKskruTqoe9JC9v9gSrGMAjBWxvJJFeZBymXGq1;77526.0263
8ZvC5d39VKnz4UUJV928s76Mv7FdSbX5WwHCuCFAanj3;5WPxGiB6zBXNJp8JN3WhSKDuTY3ZBX6dBDcbtVMQAJLX;77525.6041
TJxW8fs18KgZp1G4ghMkR5GsxdiKMbgpan4weFThaQ5;8qPCNWqVehF1Sc7YgUKUr7DUZtt514WHF71Wah8ZTkgR;77525.5606
f8JPS1sKWo8ewAUu6sufkDRU1HRCqYfegExB9K6CPA2;G2Qvt31y3wQDqLvnZTf1Lj91JrZ8rKUhtCP5kVJxXS9;77525.2195
84Za5eXvehQLZR6Xqhe9WT6tTcCHTVjw3XU7GCbBRNfW;9KCBBdzx4cGZg14YaqBuZd1tGUvo9ohYnW7KEqQes1E1;77524.7614
6gL3uHvuUjaPp9mTBf2VZ4tpKiYhbWyPrAPboGByzEHd;8mu3JHHF1Qkcrbqjo6KWxyWvTxarZjqptJTokR2jrDFo;77524.1739
D8izqaR979Fc2amDoGHmYqEugjckEi1RQL1Y1JKyHUwX;Rash24BXgUyy65JJ5KBzpYLrj3pyCqEMEixLVimTcDp;77524.1592
CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y;Fhks5gukimP6vxKYbRY4V1aw888EgHhpdDSscD9V6bub;77524.0377
3UvHZSXR9TkRgtKfaeRH17GaiWtCzujVmXK3K1eYZRyg;ATRFbtnsDd9ka3eZooTPixm3AjicHxod1BAhNYBMsj8K;77523.8174
ChB6C6dmNujAi79XtQLPKLL5SWdNLMShA7KKnrMMFF52;kWEiSEQZMeLAbMUiz1njRTZEjuSpJDCgVynB6pJHpcr;77523.6142
ESX5Q9powgfUL8cssZmLMwaJCjfRDn8kYJ5ZVZqPU95P;sRMFc8dQFS5QU8j4LoRavfg3pPQu8EXX8L8EwchedNS;77523.5867
J5wNgFnrLQiRLHEzySuYphYpz7cQsTmwkVWxEKPJcLWe;467Bg8FwFFq5jqebWPnMQtdDRjpmHUqvCWBW1zYVMzHg;77523.3268
dimGate;E3yhPs5PPN4RZh8FbJo2eqtdrAYKCK9H7pcSD1vCNCP4;77523.1845
RamzM;E1CzrFHxFG2LBQKMjizgSdsgfEejrEJfrvzUGNVxz6SE;77523.1471
HYbbNj9BiZ2ZGxGxWCry1KgjBt4SnojAmcKcUi6RxvMk;5xyBz6L1dwHRKAnaNWVeJdUfUMw4GsU4tBRPZyRfajnk;77523.0206
xx6jU8CRzoUCT2RNCoomRqAokWmvgVymxRKtyfvQ4CG;AqP3MyNwDP4L1GJKYhzmaAUdrjzpqJUZjahM7kHpgavm;77522.6671
Code-Breader;HeTyhZdUKswQoonJJTXqAnDN48ceyVAeFaKfYKayGPNS;77522.6019
Snake;YT7i3TkDv9GpbQ5qEkL7dvb3fAXSuNKwCotw2MjrWxZ;77522.4918
Goodman;B2pPLcxHFAkrYYAEMMkpUb4QtSR46FJ5u6bYWapwW9Fj;77522.4657
HYLS8q5k3S5qPoUfwTvcUzyLJ6wUsFoi8DtJVryH73KV;6tZcqt31FzJv6DhnNeS8xBCH66gvcL5ACrfqyqxQvgJg;77522.4249
A2ebRyFqKWC414hsBdUwaWiC8YKY43xzUbUf3cYhfYNk;YWKwnuovuAw4X3VDPJDPo5DPZ4TmdxsXzLArbvqu3Ph;77522.3744
goodcrocodile;HNDSUSqBox85bbAL3eFsiDj3hKAp3dHioB8sn7uWojKH;77522.3051
CqY9t377f7eEkWMfEwBRjGvQUQXVDrwvK39UEeXNUUm;H3PePkvEDsq7kUaHttsjkjxHf2Cwiay1cyLJhakstg99;77522.2294
FEJwc7fefAKZ2R4rFbLWh28saWo7QfnU5f31Bi98E6cE;53fAQnWfTPoTQUb3AwPsUZsTTe4djRHmW8U8yztvVF8G;77522.1846
FLWc77X8dKh5RdJe5xMFxry8kvSVUbo9G4MQ8hCAg5ve;EcZBjDPzSZLdsyKCBq26MZMYFfiinZsfcL3SwWMK1eNL;77522.106
Kombinik;hrmh5JKJRzjhBK3M3hosd2SSdjHBY8yzTbwbXnbBvNb;77522.1029
41iM1ZT5WYS8HgweopShefLJRfDD3jbB1MMJZiuEemvE;Gk7aonsprBZXQBMMEDgRVJ6RdMRwBd3KXQcu6k2T7hyU;77521.9304
ECNnK4VjcKTsABiw8FAp3JCE6tCmYyrEJthYVyMazmxi;CD3j3yLLrZBHNDRT8FyXxKKy9bqao9YcprcFCszXjwcd;77521.8658
9wbRZTbyJiwYp3mhZMTdJQrHR4Z3DKQrxU88JGqzZGrj;4a96rzedYGQVFPz53Vj3mfFGsWSNmb59wHAFZNrNCXyb;77521.7602
7vydmmqVDcJy4HRR3dLSbWchn9ZPmFMB6cRNYZvnKRzd;D1BYFpbZuwUtgNT7CeuQFQjyhEQbm9Z6XP8R7cfeWed1;77521.7239
Karl_ambar;FvrZudS8hmEfM4PUF2xgVxzgyDqRJdT9byHmdkzAQWps;77521.5906
Opt52;HSV5EHECVyJhDFV1uApzXbU7uK17Z1FXcvtJvHyi2jXC;77521.5408
jdrRFCgQD86iEZQqH29DsCRr3LBja3WbspbiHBgdm7F;3ucuV6s4F3jvhvMrx9hz69abis2Q6P14aDxpdtP65kCc;77521.5406
DeJWX8UZRM7RAE1vDRNL3vvQX3UMorMYXEUtrMBQ97Kp;9RESCLjQJ8yNogof4SdyWPUkzixNveEADFvrxr6dYCwL;77521.5273
5dPm4Y83633S4Ei3FEuQB5tPG4XzGp78cn3SDKyhcsPs;5AXRMFd5rMThbGQE3yDaggReb7jMPP93yuiCP8mW6hxM;77521.4933
AGsrW2sp9mqNp7g9Nqw6g1A9wMyDYysqTN6d8oaw2W4s;E5sX5xLsupKowpCmSwiBRgPvhUGeKKPGHDRYbpU7rzXE;77521.4403
Gf4rQifKzAHznUdtbFumy1MTwGX5ApgwnkxUUvEaEzWC;NfqEUZxKU4J7C4HobtMRFhBP6MvKvNCoa7wXSdwZNcg;77521.4039
4ZRq7rNhvo1UJEVhz8Sez5nugQVpJRPd5Bqeq9t9RvtV;7YzmMGQhrE7VaTiDFnb7R633gquLEKmSpwkXG6u64fhj;77521.3651
8EmKFzh4AjaiLD2Bs7ieTL5MeBy4ogMXSuBvkvscwBem;HgnzcyRq7xKRSZWBJ2R851gw1X2aFYD5AXYnwrVy9tni;77521.3007
D6uUDTEgXDf1yzLuQfFFCEKF9a2Ri5trFAWwaUpKB2ji;HXnHzBUQVZAmovjMb7vbm8G53XS3W4KVrzpF6jiozrJ3;77521.2666
BSNJGveGPVYzdt2bhTh3YfqbzWPH5Sq38zT1Br88Pn1N;FKU3YWq3AUuN2mJVR2pJgbsVQHdGeaK1Yj1iMBhJugd1;77521.2559
GMnc85JujL2raKLiTCf9TxN7YDiZm2JuN69Wai99SXZR;8t6oBySMEPCMzs3K5ebhAnazse6EzC2MptEgmuBbKbQm;77521.2454
CQKC4kB27Gm9i9u54USbUrQ4WVrBSdWT9srMz8p5x7qt;CHUF69YeA3gZv484izYuhKk1EjaJYjv1pNoJJ6QeFDQc;77521.1617
JDNEkqjDDDMHb6qF8toRdg5geXkMXp4mD9hA42qn9zVh;ErqEyaojEmRu8bhJz74mJy5MgQcyLN1rCQ5frrusAb8A;77521.0964
49rQADJBCgYXA8sBkBthx3GFLxbtxQXhX4Z752VF6ffi;BCVbQ44TgcDeuAEdpcdUMjy5qGKSxaeUovBqXqWNPNVh;77521.062
9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf;3Z1N2Fkfha4ThNiRwN8RnU6U8dkFJ92DH2TFyLWJf8cj;77520.9241
ASryt5BzW7qsYW22xT6V5Bum49J2mEzucLc9bYoWFZMp;8Rs4wJJVFaRmARmwSvsVSAcSsUb9ZJD4USejuHm974hH;77520.8787
FyQYFGPXcjGsKW4eeEwHKPcg7oo3XNn2JKRhtSTuNC9J;2nj17ZX4Mwj9yFx7ATBzhN7RzVQfWiSjCdMeeH6NBXe8;77520.8407
AjV3pGso11AUxHPVvZdnknQj7HCoqyC7DgnSABFaerNm;8f7aExvdN8kJSNwYgXC6Em7aiUvuesTDfyP8vY9NnHvV;77520.8104
DWGupvBwXjUudG1fPqtcuw4qe6ByDzzLhnbr5z7RGWsL;7yGMaEA2HBLKJzLwXEMGg2fJBffZwMhVT4oQgqhJUP5N;77520.7813
6wAGwhyLhZPKcWd2UntykgQRhbNzv2cZU4pdeFmExrAY;6YhwLXrsoAF7veKQf5Wkni7Ui5ZGSuNKDGAoFCPERpfy;77520.7752
ALADNYWMtj2PhckortN2aSg63mKEyMN4bo7cw5iUAPXL;J4ooR8AV8o5Ez2qN8ghQhR7YKhqRY5WEHfE8dTR2Yo6a;77520.7435
4AB4JAWbsU7RZa6TiDJX1ZUnuYbmdfBgAeKj9a224LEc;F5Q9F429Ff7PMvVvSqmR57q5A921MMDBHzX7WuQVLHkw;77520.6277
2nyCHLrtEMdQWAoC6k7xcJQg4Z1GjSL7WFL6orGvVif3;GRwN4roN4FyKTPtHP8dTaJgQXaGWwLYWZGHDqYMTMMNv;77520.603
EKyyFjT8QF4j9nQWvM1TKTtisAbubZAyKAp43eD2B78W;ouLzBTp7vqzT1mhjtg1TpYHwACJpeB5akRC1zDVdg1N;77520.4237
92W5JLXPUZmzNowdBZeLx6DZ2YyxB2DgZ7cGfKkpMnNZ;28h6qi6YXJH2DPJd275fX7eL7LQjxD6bo8BTs7YFKhUA;77520.3623
88K3vd8E7f2jXBwfNspzAYXKZuS7erF1w2wk3qcHTSfh;EbWmbjxUrq8uifB4gCJLaxv7joYmsXL4qVpX26xYMFBh;77520.3525
8buJst58M53hS9Zq5Gdrx83WV6FxP9SYC6q7twwGRTuu;B191sdbDFjEmLLNixWEfjsoxoYLbr5hnpT39KKoqgkUp;77520.2986
7QfaDgBqcv7KKadcJ7T6wuMtAqjUpQHn5nQhcfuZGXdY;AeSLUUNmADEM2xzfmWbRhfwomvJW3f3Rd1AdicXf27Gb;77520.2943
D4ujBcx3Wwc6rHhx1DFdTZL7vfDJDE6Y2BvRfE8HovBF;7y4wStv8XxUkuBgwNkidfxdy1V6TMYr4UjaTDwcS3MUr;77520.1953
yelllowsin | P-OPS Team;EzZEi48kvDWPJJBM1z9nmjpgRyMwWJwaa4xVW2U6psPr;77520.1758
ABoQemRyVhz3zvzP2C5nUmFfezkqn5KGzKoeMhk6zYzh;BpoqTRHu5K2XZEJe4EicRnyYabeBLG9TVekBXiHXSXTi;77520.1725
7iKjbCABbngiEWbNtckZMNWf32VVeF88NhfUrWUz7GHv;EFeLsLsrLhGqy7LSdws4sKvinvCohBBAda2q4iHBrrss;77520.158
Gy5F4r6gjXQqFsGyCodVoZmf41vpLwe4TaPSxaCttqtv;Cu1ddDuUR3eoMq7RT38vd8uAhq3EYMZdwK4uPtvxQFW5;77520.0982
G7TVjCCKeJogKngR7NwBJZhs1ipky3oP4stS9rEtHTMz;FmDA6Ti6YXd2Bb8SwfqPsGHBB4KPLP5JfH2Jj47v2PFQ;77520.0383
8c95uL2WKofQGfr3rAMZHmJ4V1UJW5puTmpw96n47MX;6tWV1iEX8vNzboPfm6UBuCGmT3p4btaaxidVYc3wRkki;77520.0314
FJDmjm2bkR49AxtBvABQphrYwjdjB54BP4XCW7ht4E4M;8Xt3wSSftRb6L7iRiC2SRU9UQop4S9ZaGzWv3ZH6PSTD;77520.0127
6gBnV7HJzrYEDrrzoBnNV6xAMPKVLNkPyh8iPRpcU5kB;HdP3326wLHUqtzNvVfxFWtfp5EA8njHdfwnWfPoCBjWa;77519.901
BPPphLCbPL87nSsUs5wSvjs6gnxjfdAf2HzGbieGAT8U;653ufygm6bfrgJXmqqxmuhk4NK9KJ4nmA5xPszvJVEjV;77519.8019
CpdzCVzaR9gjFymmEVE8xHboJFHaDnimRZ448cMBs6Rn;Fy6zNoZ1eCPpQX3JXeQ9Yd1HW1BFL8rrFmDvYYDnuxjT;77519.7465
2uxEHizFmmnLekKG2LZJwxNabhpymEYfdVCpgDxjt87m;Dcoj98wWiKhA4iqxcSg7NtuR2miA7tZqtycMdkPo8XDw;77519.6137
7hMD4oMmGT4GsS4DfBKzJ75wSjDhgu2pvcazbvoKPrNs;C9pfCHG1zx5fTtmbsFwLG6yFoztyUVXoCmirUcCe2dt7;77519.6128
Cryptoded;BG2FGmUyQo9RuGk48ypy9sa8LDJRx6j61tt64eGuAztG;77519.5235
9brFPScLztg2SuzvtpzAwcPjZgTogeBTAQzXDM8dbehG;9CquYfmEAUs6FsrLP14DxcyryehchkfTKeQ2Fbg1HraN;77519.1821
6pVZhUW9AZMMFuNVMUds8useZHB7VFT4vvxuA3B9JgW4;4yk87cJbcWooz3FSScp8aEWVgNium4HR9UbnDUJpvXp2;77519.1389
3n7mZaehg8vskkSQY7VuF7yxpG1tYiqeVVHAwgagWjAo;AWmcz3z2p3NRhB1A47MxjGx1VXGHAyM9Kvf9qD5ogzkP;77518.8894
B3uXszjkQfWAhs5eBSPvoapddJGuBN32ncNFi7CMjmYD;EtGWDbP7342Mo2PnG6MYUP1rL8v69ycn1FRnRTB1BLU3;77518.8839
3D31JtXceje3h2QQynhDnZ1b54oY38rMoJBnFtGdBz59;9drXPS1RTUcJpBu5YCxUZ6RKZdGxZ7G3rGJDWc44xPp6;77518.8464
DfnVD7TYqsEAYDto2NyYYXMwAowoFYmJNyxJ9bAWuKgQ;ABA59L7zGDUYDjDPpP7yQ1DxLfXoFfjJJ5MRnBQNs87k;77518.8335
2vTeoSz2wvZfrzigJr6yswdRZnDeM3VHC2gvvmHwTnoB;AWDiZEPxJizd3f7NxiJijUqHt2NDViGN5CWzzeN5Uoeh;77518.7602
DCE4yhedQgUHQhC9wh1FoZqaw5nUah4KiW636EvsJL74;5xaCbKhVdjvS2LMFbZe24TgJiVHaAEUXWswS8vTmFDLZ;77518.566
9SCnLZoLS8bW3SNxPS2Yf74abwqJfKyuUBpKB67mfGTN;HwhsBNduje3zK3aHqfMPrQN2NYytTHvSwEjLs43NLmtp;77518.4568
A8vNkfP4Rv6msJyuXgwvUSUUu5vPfLxMJB5ddNkHaCGJ;HC1NSDR9cbBeQ8V1XJ62VNceUAbjGdnCcH7f5wVFVZw3;77518.0964
AB821LfpFBwedJEfoNFZRsiPvcSxXPBNMgjyGC7RuNfS;HSjWikZVP8JmNUa1VqZuQuhQzkK4WrBmiJn1VVEtvuZQ;77518.0295
87sZBKaGtRseDxuSkF7pUCERd3Hs98ESRJVipdscTCXc;jKDESr1NRt5frYqhBfBZdEJezXfuWifjfTaTWRZFvW3;77517.8577
8bYQFFFRK8utNNSwZJwo291WwhNfev33yirj6qwZjF3t;725My2yzg5ZUpQtpEtivLT7JmRes2gGxF3KeGCbYACDe;77517.7119
2EiEMRvsBS43gbDCi5yb9GfRBghae41UFAbBt2iSvNYB;6tajb2FFdjiRJLrdwfKQsijHGmeVFcTcXJn6NH3BEoLW;77517.6661
9qxAWvMWzPLcPmPsj2SXnZ5HUWvgFjFVnQCAYLoLtSV5;F6ui6Rz6cCKBtyrSBqnNY5RzTzENdjFFpTJZYw47GD31;77517.5806
4n2or6zoFFSJnzihG8NEHsqHQ7W39SVDs5gYeijc8u5d;61bUK8nWjw4SeDyFARVc1B67gXWwX5Gykfdfi4dMgCYz;77517.5693
HawKru8biWFAvyjvqHagCjmjX1ycb8htoGeC8YYMyZc7;ACyyUk2AF8XCkyjVKL6kMxUHqaud5wrXo44jawohn3qT;77517.5002
CFeXt8sBqgagHSkbsPfw9MpbffmxwBVKp6Jdjc8yACeQ;4NhuurEJimA7Y3heUb9ejnGbUXKsCws3RsbHLCL6FxXx;77517.4943
34t5CmGFfVkdpxQgKbAJKje1NLXa1AdWUerSjnomPgxH;Ae8UD1RQBAR7PcyTJjmEsypojpuKmMGDBJxwiZorZA2M;77517.3291
3stc1ucaZJ4Zokc7gkA9DnrsJkaJE1tQGQx4nxfD3FvD;Dxe8x3sa43gxMbTZAi49PofqxRueC4ixuGQYfAu1snBo;77517.3108
7EVH2k5Xa3dbo2TD3u12bZx46W6uXp3cbbery25CQEWt;4FjeYfSue9UkfPEM6PhPtALxzvAnXDUSd4zr8MNAfvWo;77517.272
2nUejUPz8nXuYsa2mqDJmdjmyCb81KcLrQ9QNfzTNJGk;GNajgJGjkdnmZTRGZzsQ4P4eL54gHRMfDDLyZpnZYmUy;77517.1942
Cojx5PvyY48UdqzxyM7TRYTdhPDWUMBK9C5JoPB1qYNV;7UxHRYTt5PTTdTFega2nn7zg48NUW2QcKx6YuPtfoHhK;77517.1697
9T6SNsBimjCRJpkEjiVsc8AcxTBa1XVA7RjnBGGfWP23;5cYwwC8dmQ2tvtjDueHrU2B6NvmTHmoimsNGeGXVbkP8;77517.1348
H68e2XUdXK3j8ibFv61VymvHn6AEhHPHLZSmbbQnZp1M;FxQLh2b8JnBFwPw325tix5x6BEJ7ibmqz2LyKLZWiGAX;77517.0217
84PoFcoB6sqNb7C9f5pPCiVhwHhQDER2hMRu7BXDAg3n;7xBb5NxfSGGP4KuWvTY4iKNfXC7hMWmxm86eZfs6vAJN;77516.9906
3ddX9QcC6DjFqPTysrFWtR48v5g3wJjB862sji4s5Tui;5ykxx3TJTfvkeV71NkJSMTdGMfTm6oV5vVA8bPkv59mw;77516.9738
GFHQxZkrzTQS927W35gUkupcSmURxYqxpKfrTw9czdEZ;H3Ts9Cwhb1wjJRqjH7cfdG8t7Su3KaaWpoY3dbBWc8wJ;77516.8853
B3KmR1pjxxxdzdAbVpbw7UHxoznFG17Gi3fVwjdGdxip;EH98DbaKkW4b987mJAHQ89c7z4DAviZZMmAxX3LkABCe;77516.8198
H3n2gVjzxhMWTXgqnrTfi8WdqAcQFuoHy5SqvAdqkMF4;4jx1b7HCN9nCxygP3hruC85BxcYndhxby4hkNexuHvxT;77516.7429
3YRyKjnFsQe7rNLd4kUBQbBjqxypbb1Cf8cDXdbBccXf;BtY1xJFYukPn1sFnixMDpXcUt1feL4sGqQC9A3LZi1Rq;77516.735
GnZB2GTH8KJKqU3L4tR42a7BnKXxvgS9rerGMAszNCp;1M5USfamd1N4i1z6UZeECrWeu2VfrxjYMBSXThu6TqB;77516.7284
FaMYZXtcjwroLEBy1UzEaWBX3dyFqzNFnoWyQDzWtTEQ;BXaSsyrvY5o19AoRDovjzVyZU9nXHixuDfNjBH8pfbjd;77516.6176
AcrA5Qn3DsptVjyVF4PK8hQxXNALinjAP2rGQ5YR6zYT;FLocyJ8N1BynUs9MPMVbGYEbH2GMxsdacsbXb4N3S5cq;77516.5603
3rdim3YgHsaVwhZbadTcoWjsceLTAwW4yyXydXC1iAaW;CbfNYizgamRF1jsBig9SLJTZsFawPfJYuhim5dVNBrgm;77516.5107
Aho3hF8mqLmadyJdUFpoGidyo3fYAt3ALm2QpAo8wMX;9FNVvTw3kPyb3239RKakAXUfkmZzi5TDnH4hdwksRBig;77516.3139
2dR71LgjkefxKSYmPGrbHVb6rzYgkVii34rbYKJuDcn2;rM9aGauE58jt9RHYwZwsqiVfE4F8Rq429iWFHohwQuf;77516.2129
6j4ruT65Jk282NwLQbZbcwT4cQtrn2mSgqD5DDXtuVCM;8F4e1nbeC6hn9jkojtboERZGaafxUUtsqUy3MKJLohkh;77516.154
A24hx1Tn8KdhJaDLRozmZ6QtE2TYVwPLdrfR4v95JLRx;EX3g83pPDBzmqhR3Butivqobds4Mx547REXycx4jAJe4;77516.0604
HNKQXfeC5cA55g8MpXXXtYRpffgXcH3HmQCZUnTFSBSY;FHER3MLPxuGfB66Stc2LwC5VvmBYWwUZ2Jz3dEUeW5wF;77516.0289
9QA1fzbAKJicmRoFa9wFnYYx2PGYn97s8Nh6VojBMvCi;EsELtZoep4TYcugKyMnB4ZWZYxn99V5Vb1TwexDzFey;77515.9852
Gumx21GXCW5nPhMfhHw3Rd8uW8LkcBw56pw6YEpXcTbb;BWBf7yJzAgDrDA5L5Tjn9TN7DbsjKdjcWJPT7gNi51nD;77515.9045
FT19eGcaaMeQQM6u32nhfAoZwf2G6NjcSwUi75JsRyTj;57SfBPYR4n47Mb6EKW3yAu5tYicUi8bYbui1T4qZ7RYh;77515.8813
4RLcStbSkt5S1Xm4mStup6N13PGyAfAWy7Vs5d7yJRnY;5ML8GpaqaZ3bv4nCKLRY8gb2WNMJkXinHwDwMWeNWjkk;77515.8769
J1xEijrZvidXX8eF9gnHprucjeMAASZ2tYkY1GXF91Tq;8b3JPQtHbw8MBJQNwUDVXC6xfaL26UNx6WA3GShGy5Vw;77515.8586
Dzx9VhgpYJ3yco99soB2SY9Cs3CAA7wVx2dHAFEfkYMM;6xL2wVoBKjJkkvPYstjT6yrNHTaxMezmPhq3dqLA4q3i;77515.844
23j3TXtLzh8fA7GkCvTs2qgfe1yYmhEPV8wGCYDkL3Ry;LvmTxRZAwJBtPuTSWU25UQBQu9N8TnsJJDemusfDDXB;77515.7676
5yiVxe1Ru3cSQxbZKsUqE4u8avKbiq9VwYtSiHZtim6y;4SzV3GRjEFXZ53LmJ5kbbi7MMNKux52DHnAy14ypqoP9;77515.747
JDQRKDy2h114LnBsAG5cqdC9SYmg8pKxae95iZ1Ss416;D7QyiHnHsQhV56sKfzkKpSydPwnAjwh6vn3dJgGPJ75w;77515.6944
ALxZnHDetfXHaTZWB7Xwn2WHpbvNPYz5b4zLRsfFvpUb;63mj5NgxsJigb6GEc4KVMsydnM4fQ8qg5ujU57puT154;77515.5626
EhF8szjusy1SUWNRXGLvvgbbAi8fcRX6xRPpvKaqdxYE;74ibS6YRDBF3jMf3bxiLY1i3ohFhJySQwyeeMWaRsAk2;77515.5374
596zNK9GSZBRw2zWyW9kuJ1sQb3k2VQ4HEW4dYgWNBKU;6PkUiPxyJ2zMwn3aJS5Nxwny2278AP4VrosE2rhmokk1;77515.5367
GRASSETS-TECH;2g2QU1NDRax6i2mKzRwgRfdBFoDkMC6bj7Zp5Q3i8sCq;77515.5178
4ufH2sFDbfazocHUsQeZaDDxpoRrAPec1V1u8byScnFg;G9oM5tuM9E9r4Q9N5cNbm7NbT8bGuaQFdJ7QTPXVYHeJ;77515.5167
791TEfCL17qjbyDFiYcimaZBWzG8fCa2zX5QqBo8tXH9;2xbyEQbQWogd8Ltadv8GnG58NiJc7KE4RRc4dL3pnnLJ;77515.4993
2iXZmNQmmgE5ZeTQ1GMhhYGDqDr2BiqdEu3DbGJDo8MA;2ViVhbfV3uJb5xVBBBs4HZaoMK1M2WhHJB1sRDnp8R4o;77515.436
FDdAeAmEbjffZj4jg1HJSLV7xKdmzDWUtAVGJFsB32Mo;ATXBinPoZfeCVaKVrsq6k643rBR3Ppnhk2xw6Hu94iZX;77515.3727
E9RZTZ3sNM2X7iuphG8qhQiwhy8WaAcKiFdMGJUJuC9U;4kvJVrawavzHufY77FGwwbj8FWQYtjoaLcPLSAerJWpC;77515.3287
9pVC3CGV8HNMrwPxDGjMHBdu2qCHz6nnWizaJYezWAUq;F9aNzPaK4SBWSFf5CfvQmYsPGQ7GWU7Mg4P8mmjkMu7q;77515.2589
2pmZN4xED1hWtVYEwaZKPLhnaFMWidsjJ2VNRHYuLMbx;9R6U2y1EJShzUj3uRiTjo9ajhJE7jwiF9d6M1M7MR5CZ;77515.2542
5E5dK9JKJRa5H4dBzDBoRZ4DhQxNhpTrAaBdVDRATRFv;9pfHr93QTt69W95uSke5uEht7h3FuV4oaYLbXYbh4fin;77515.2237
3jsxbcL2kkKDH19mH24iG6NjG9EvybGqvFZvADzK75YH;FK712pKE68nsaNqabHn4avCj6mGG3f6UrSAWx9o6kG3E;77515.1979
