Node;Stake;;;247424142.6
NodeID-LWR7Bt8Nxf2SwXGSQUzn69z3qivekDxmh;2604.37;;;
Allnodes / Heavy Vicuña;2583.33;;;
Sensei Node / Sensei;2554.6;;;
NodeID-2JxSoABYhEjDKZkwmyUNJwYPjFaTb8esz;2550.54;;;
NodeID-9G5DhsoBgHjDA3j1FqFXKyEJH8AGPeB67;2548.3;;;
NodeID-BoCnSmdkHPWKghszaVkJY3b3Y9H3DDB9m;2548;;;
NodeID-6xUg2sCytJgfWPw71V73JXgLwFsJ2q6zs;2541.89;;;
NodeID-4i6BrtVKqYp9VncF3PL4LtnNeXJZSd3Ho;2525;;;
Allnodes / Martian Mons;2525;;;
NodeID-Nn7JvyqWEeEXbFGx63vwJRngQwaUnBF3R;2525;;;
NodeID-Jp4dLMTHd6huttS1jZhqNnBN9ZMNmTmWC;2515.01;;;
NodeID-BnxZadxgoM5E5xfVfYzo2T5A6RWEBR5qk;2508.88;;;
NodeID-FJa99KS4qp3BL5qorsK1NSNBP3twQBmJR;2500;;;
Feel-Mining;2500;;;
wavepool.digital / WAVE01;2498.97;;;
NodeID-PzQafFPgbCLkvMgrP7nh7aCG1eKypdNi2;2482.92;;;
NodeID-3fiw6WA6o9TbE1RmpHmwGsES4TcY3QgPw;2473.64;;;
NodeID-9V8W8YDiHFCM8s25FhhY1s34jL9E2fcoW;2467;;;
NodeID-hxkWSdUV1Md45gZGjypmuyVyG723fvVH;2465;;;
Swapsicle;2462.46;;;
NodeID-7hu6HXsSkqf5pAfYE6bC16Pr4qJZZ3Mdp;2460.99;;;
NodeID-5CDfrTrcGndVpY6qtuWsKWLm3j93GXyey;2459.93;;;
NodeID-JDYxVGLrUb8SHwuu5jZBXNC9rqYWd29PG;2456.49;;;
NodeID-9dN9NU5XCr3WQGYnFjGudKRScQ1HKGmBn;2455;;;
P-OPS Team;2453.98;;;
NodeID-7haZar18iKUdnps7YZEYbJCSwnFw4KMY1;2450;;;
NodeID-A3azVkFN8rEsnnw7yQoXHDze3gVSSF4YB;2449.48;;;
NodeID-5WdRcFuXPnHDT4siRYFb5RGJCw6oeGDgU;2445;;;
NodeID-AvCwEekAjPEzdD4vshBTEYMZ4fwds8Hsj;2439.01;;;
NodeID-LQhzjXYsvHzB38uXbuxwxkaHKUz7n58cN;2428.75;;;
NodeID-E6GJmPWBnGKad7hPfxCK9GRwsuAKc2MJQ;2427.16;;;
NodeID-3HLAgdaA61zPrTx5yQ7Cc6waKWidsiqMT;2418.96;;;
NodeID-4Vs1rw4jmL5QersqfLr3qB9HmyNtfeVeK;2393.47;;;
NodeID-AU27Fz35YmQuM6d2pM9HsvLtgwGT5xwnd;2392;;;
Allnodes / Large Cuckoo;2388.8;;;
NodeID-Pn169WCdJ6DddiXMAPCXTMPHumUthy71G;2372.98;;;
NodeID-12dyQ7nhRzsNSiFzEoW1RWK819Zkssf5g;2372.88;;;
Allnodes / Agile Cat;2369;;;
Defi Kingdoms / Pragya;2367.09;;;
NodeID-E4KwVKcddwozth12cNvNYApyHhVbvnby6;2356.4;;;
NodeID-3Zj9FqTe8jFQ5ZtP8RjqBFcBZmq9wsThL;2352.21;;;
NodeID-9hW5Lb3t5JMgP945DB8wHUJP73uLuDLAZ;2347.55;;;
NodeID-FS5zWDztE4hhiUKpwHkYzgjVUeXdSEabm;2340.38;;;
NodeID-LwiNyRJeqRfAGS5phAQvvKhX9xj8LbQ86;2330.53;;;
cryolite.tech / SynchronizeYourDogmas;2329.78;;;
Engin URASLI / MasterNode;2329.15;;;
NodeID-QED7MhPgqen1mmohedPfB4nTwGemN85Qd;2319.65;;;
NodeID-HvxZoKdC58RkD4ZVTYwjVZ3TsiQoTESEP;2318.77;;;
NodeID-LoPj99UMTWv6iVurPEp4Jk3TmvDt49z61;2318.74;;;
NodeID-NTvJb2gZdvYU2kaMUrMbtu79KUMgyJNPW;2315.08;;;
NodeID-PnJZofCFQdFrpcBDKohf1b1hrCQL8CFb5;2310.8;;;
NodeID-G7aPjXRfR2XtrB4PGATDS8NoqxmqZmryS;2310;;;
Defi Kingdoms / Asha;2307.14;;;
A Good Boy / Martin Validatore;2307;;;
NodeID-LeZUTECdpTLux94oAXKruxYgz5ppx7tfr;2305.66;;;
NodeID-CakP2evxkdd4oytqPH3u3ZZtjg85Dpqdu;2305.17;;;
NodeID-4WefagrW57JpHmQkZ6QAcXm6whLLYYDvh;2305;;;
NodeID-5bJvAPVsmyzbFUyM11npiJjtxTDoZHtF4;2304.5;;;
NodeID-Drihe1JEQhYYHsfJRxYKsYZE7rpkZTLZ5;2304.37;;;
NodeID-6GEno5sempCQdCZvTEuPZpDLqVvpN2JEB;2300.87;;;
NodeID-15acUUEhKBrFjP7ozNj9vfbYYozpVQZZL;2300;;;
NodeID-FYqtTTone7wwpN4uDuT2h6KjbXEjfKp6X;2298.17;;;
NodeID-NVSSRYMjjYyMkUpt7AHXWnKNTTJCd8UbS;2297.8;;;
NodeID-DtCpt2Bi6gvmQqwgKE59fanof5F3bepnd;2295.87;;;
flatline;2294.32;;;
Restake / Restake Validator 1;2290.32;;;
Avascan / Lazy Snorlax;2289.88;;;
Defi Kingdoms / Atma;2289.32;;;
NodeID-4ppYtgngzEnrgBZ7JUVw8bTbaBD76efcR;2289.22;;;
NodeID-7qrESfShxxqXfa35MfBC8D62t6enjm2RC;2284.04;;;
NodeID-6yS1J9HFdHgdX2ruW6XMouQvECDF2Fta4;2284;;;
NodeID-2VJfSPqaevBmiJKSVDnw7GBwsdfgA1XuM;2278.06;;;
Swimmer Network / Swimmer 2;2275;;;
NodeID-GncmDL5noKcU2uMYfw3buKid5vWVfCXAJ;2271;;;
NodeID-PffbZa6fvkTrUasqN5XsGHZrtcziecQ54;2270;;;
NodeID-4eaj7e8pXaR1TSuCF5n7tKDCHPPemZGky;2269.59;;;
NodeID-N1bStYsUK7rED8p34WYHHTPFwwwidyMW6;2268.05;;;
NodeID-4vJoWZV2uHy5CxNt2ezQy2LARHREFQu99;2266.38;;;
Tessellated Geometry;2264.04;;;
@ValidateHarambe / Harambe Never Forget;2260;;;
NodeID-YdCKQdXecSPWqABWcRtPZvBaLd3MPPR8;2259.85;;;
NodeID-NhL9H8VSfhrktdjmQQ3P47wYXzRfQwBiy;2258.88;;;
NodeID-8X1zaswTjpTdaU2A1wARxmATndacG1Psy;2257.53;;;
NodeID-NtErk9C9jFDGdJ8wu91TxPfGyJjydPcaC;2256.97;;;
cyberG / DVS;2256.83;;;
NodeID-7p8a2KsVNTqRonBDpH4FGVfWbuYkUtmko;2252.99;;;
NodeID-FVgPdpTafzx8jazSNoxvQmJNxoEcAMmxm;2252.54;;;
NodeID-MV2a235PcwYscp7qq8N9M4pYQBqMnfZ6T;2252;;;
tdwsni / ptang;2250;;;
Boulix3 / AvalancheDotNet;2250;;;
NodeID-6LHDq7hq3PS1xBj7cFQuvxozaM2hJXheF;2247.65;;;
NodeID-4kRVv9q9bLrAVCdpgVXJfEBEUXSGkobMU;2247;;;
NodeID-4nc9Pi32BZwWxcM21U95mVHsbExbPSmkq;2246.92;;;
NodeID-Nsdn6eemD7KUpKEaGYjYFuJjxC36c3qXC;2246.04;;;
NodeID-CH1mDvNbGJACStgWkutKZ44FrjfSa8VpY;2244.61;;;
NodeID-3qUq9jKXL43HwdMEov6KBsnCjcvWXmAoF;2244.58;;;
NodeID-Hp82btBefk1ffBD7d1qtoBL3DuuNUv6qa;2244.29;;;
NodeID-N1jMeF9Gzj8AUwvDbCNxqMdTF8PUPYKDy;2240.53;;;
Allnodes / Soft Wombat;2239.13;;;
NodeID-NK2vfomsSi777Jnkt5caBPc4kmEgbRaKj;2237.38;;;
NodeID-99JbDQGXDrCwc1wcjaKmvnLGLAZNEcpbh;2236.86;;;
NodeID-2cH1ggEZ8Z6CoKoQsEeZudUy5kEihW4T2;2235.45;;;
NodeID-7bWCR693JwnkPdeQB6wC2sf8f8qCrnC5y;2235.12;;;
NodeID-KsUkk3D4hSKJGM1WBmeu1yj8Ab7h512X1;2234;;;
NodeID-JHQ5dWGXF3CD4z3j7EK8uwFD6kszZDXLL;2232.56;;;
NodeID-6qPNz3b5VZpMWkVNjmLmpBrL1sYxr38bs;2232.25;;;
NodeID-EoED81hKuofUKXsbY4MdaxF24bhzx3eWU;2231.26;;;
NodeID-MZxjrRvxrjvAdaz6pDS82v65xLwckmiti;2231.13;;;
NodeID-KvN79EtxbHdT86o7w9GBQEVeRWZ5woAJx;2228.85;;;
NodeID-DkcPvxwjBjaTSe1xFQURbh51c9znucNTV;2228.67;;;
NodeID-Pn5ZuNg6JbrFrE6NnkdPZHKECfbzo4R3R;2224.44;;;
NodeID-6KkEjgYFAXUPngFEgV38BzQsZgkGKCzFb;2224.2;;;
NodeID-PpYToPR9XKswScUX1ypXKjDUP7G7utRDz;2222.5;;;
Conan / CONAN;2221.81;;;
NodeID-8GJTQVRW1Ko3aofRCUJqqHLJTZpzkEusC;2218.8;;;
NodeID-4uHXbHesQbAzcDBRqaFyJ5kpgovHpU576;2215.88;;;
NodeID-N5FWBAn5j1UVxb3nH45N9DyXEAaeZiU4q;2214.84;;;
NodeID-3dfpf6KHiLmbd68Qr8QwxoXd468aWjJWv;2212.63;;;
NodeID-FwVox7JmoN6GivGSi4u1wMwB87sFhPxY6;2210;;;
NodeID-MuEFvXvbZ964sk1rdQKWNtUc5PJAGkWeL;2209;;;
NodeID-LPf42gVqz97N6bogZGXJNTWhgBABEe4qE;2209;;;
NodeID-EtFG3SrbbudeFQCaWRxhwvv28wHpo8VRq;2209;;;
NodeID-AyByRGSrfbDaeW4njEYwCzhsnMyZ2KMcw;2209;;;
NodeID-8fq1H8oStMi9BZrEk8qiE8QAV7AtqGnXt;2209;;;
NodeID-LCvxVSwts7BQAS5mVuXH8XYGuVJZSRtCn;2203.71;;;
NodeID-A49YH2FmGteFpSV46b9WDxZWDEebAnH4q;2202.51;;;
NodeID-PRuHbkmcVYsjFr4jT1t8BRkRhujB4Uc8S;2198.63;;;
NodeID-EibWFSUHeLNNjWZrEznmuxH7ZWNsavRgh;2194.39;;;
ART3MIS / ART3MIS ENTERPRISE;2193.23;;;
NodeID-Hcq3gpdMqAEiVwq19E5DZhsjggbkxFx2L;2193.17;;;
NodeID-NwZ4wmDE8DrbaDY7V2nZscmLBKdRUtUyN;2190.27;;;
METHEUS / BonBon;2187.91;;;
NodeID-MZV1PpqVuFPa56t7TmfA8VVdXxDSHnQW7;2185;;;
NodeID-HhkCm9J93xwiDRoupoy1mvjRd9qk7NgPh;2182.82;;;
Dr.Kill;2178.41;;;
NodeID-6r2sYwQz2LoJG83JqdR92kCQjA5dKGrSA;2178.31;;;
NodeID-BvHFTM6QMuaxmk1xXZAUS7N4amyNn3Fbu;2177.61;;;
BellamyBlack;2175;;;
NodeID-4zpaMjNLMYYGwzbrAFd73C5YviJufv27y;2175;;;
NodeID-CaNQUnkzWJFcsYNhdx4iyRk31McfqtKhX;2173.32;;;
NodeID-8GDJHQE8bVzC9qvpHt31ZCXnPEVqSmA3g;2170.63;;;
NodeID-ANeoZC7jBSmoDSYVLip5uASJW48GwWLLG;2168.24;;;
NodeID-GbsihuNaGBBs5pY7HydYCMsvJS4UeidUE;2167.51;;;
NodeID-3LnfkshRjWuKm2zsebTdo5Y4kiEN1x8kw;2167.26;;;
NodeID-DVKvJUXo55fMMYvygwbzrsP7jRwhavM7t;2162.96;;;
NodeID-B1R45pLekY4WwehiCmvi5Z5hP6FmpCVQX;2158;;;
NodeID-BN6wmZwJJaM3kz3HHfC2fGVEtXTpfh16s;2157.25;;;
NodeID-EtMfta4DxkiGV9iVB7JDd8Z1kCJEP743A;2153;;;
NodeID-Kebu5gp7YsGyfeCzBJzAn1p1xNdfgzkyQ;2150.22;;;
NodeID-k9Qr9tpMZuBxJ3wtW22CQxW92hMrQC4A;2145.54;;;
NodeID-DE36gB4RQRUdH1VUwE63jSHfNHAtuCqGp;2143.5;;;
Banksy / LEAD  Validator;2142.87;;;
NodeID-Ee6MdWL7mFKdPAXbJTWZGvwEUsi17869c;2142.84;;;
NodeID-G6FCgKDoufiETLSBsfC5sENYYt3FApMkM;2140.2;;;
NodeID-8jjY55aidaTq49DF4C9Anqk2QZyVuKExx;2139.37;;;
NodeID-e5ZRmNSdGA3FzH44KbzgnKfhXVnzEWSZ;2139;;;
Allnodes / Lemon Wave;2137.95;;;
NodeID-4UhFvfdPLY8Y119h1Q1FvxxYCZVbLQiYn;2135.25;;;
Thai Node;2129.07;;;
Stakely.io;2127.8;;;
NodeID-MyaTMxwSKbtrFRRypqr1nWKJ3EK6di3dF;2125;;;
NodeID-F8HvQKYDbonSeJ3x42Ynb6ibxiJa3FWVL;2125;;;
Avascan / Ditto;2125;;;
NodeID-4cwQT5hvhnhgYM7kJia4MK5kT8XLVZSNz;2125;;;
NodeID-AcVHs6PgeipByAajqn3h7PHDk9cZXDZ2K;2121.32;;;
SGHOW-01 / DOGE-01;2112.57;;;
NodeID-AR5vyazEmeP8qCQqA2QWQBG22rMzoM1Kr;2112.37;;;
NodeID-44xWAuDr1eTC7A6b6pWhAXgKeLWF6NgXG;2109.58;;;
NodeID-2AXHaNYZhh5bi9tBFBgj3qx1ifa41JPDx;2102.42;;;
NodeID-nRLmetkBadrUoqtLSVkohnoEpeSm4;2102;;;
NodeID-NxGV1YegU7Y4QvX1UQmQWZ5nPsspjrKnL;2101.37;;;
Dmitriy Y / METL Node;2101;;;
NodeID-JgfyD94R76Wj1KBXWkGpnsSAXLM6f6dnN;2100;;;
NodeID-LFNBojkAbg1az3ys8htBJHmyQ96hYhFzP;2100;;;
NodeID-EUYFSsDzfVvA7BHbZxupseF6LYrQ2j5Wq;2100;;;
Swimmer Network / Swimmer 1;2090.84;;;
NodeID-KtKf9AuKyBvofsQE7Jn4eAzAndKHu1f4M;2090;;;
Genesis;2085.5;;;
NodeID-2oNaLGywN5tviz1xBmXFG68aCcn7dGU4j;2084.34;;;
NodeID-HRmKWRK8HjqqTKWvYMBNv9hcddSYrhqnF;2082.96;;;
NodeID-Eie3ChCrPqUcbrEzM9HwSqAKVwK6z37fP;2082.68;;;
NodeID-HZnBEWRUGocZ4HYX8EuMP2YEY94NtySWR;2080.64;;;
NodeID-P2Jp7sd5mv4ZGBqThYfjHkz1EyJUXoMcE;2080.57;;;
NodeID-DyXd5SxgwWWadT9PdEpieSPtjcKxYCMjE;2080;;;
NodeID-EvBXjw72pzgwq8kKhsEBDvnXa2mvGPBxJ;2077;;;
NodeID-BSornzAY2Y4SmDcQw4Pgsf5zH4Wdv6d1S;2075.19;;;
NodeID-DsMTbudbrnZtFyexvZihGfb9qETaxFBm2;2075;;;
NodeID-BKN8u3bLmvBdZkgATY4sEYH3tkBQFo5rQ;2075;;;
NodeID-JKeF5RBPKqBY6KkMzKBMxDpHpZZJBQWbr;2075;;;
NodeID-CqbkQ1txNkMjeroDyJpAtvUAbJf2VbV6x;2074.16;;;
NodeID-ESRpVRqLwts8M93Ly9QPm4ZSdMF4wEpbt;2069;;;
NodeID-FeddPuWb8xtJeuXCDa4CAbjgv3n4PBQXV;2068.2;;;
NodeID-QCfTXZ1cdPt5XT1jiJfycHKTFo6Yg164L;2063;;;
NodeID-FHHEXLYRNrnQhKFneEwDPX8TZV8WtUpQY;2062.58;;;
Allnodes / Large Muskrat;2058;;;
Bloq Inc / Bloq;2057.42;;;
NodeID-CRy7vV7iPrYSfg5JcE7biUWbJz51zYHq3;2057;;;
NodeID-BcfnNieXDpsvkMApb8FcCmGAoQdtyu8jH;2054.89;;;
Börü / Boru;2053;;;
NodeID-33miCHPn9eN8H9Yi4bCzEaL9Sc5BLeKMg;2052.55;;;
NodeID-AeQkHL1XwxvdZYqbu1JgtmVetnAEYKxPh;2051;;;
SpectrumX Validator Node / SpectrumX;2051;;;
NodeID-3HvUXQy1siDNUBGWMYxwMfjufh8mxLtQY;2050;;;
NodeID-CTry2Hj2aXeA1rfWq1s6pDL8SzaCFGLMC;2050;;;
NodeID-9zLK2wS71MQMssdBnbLXTsDYDdWkgeHY5;2050;;;
NodeID-AoZGrfarMpU4aCdLvnbd52icBe93QfdNJ;2050;;;
XPLUS / Validator 1;2050;;;
NodeID-LgpMYrR9gWwPtgZZiRZkwidSWGnyQG38W;2050;;;
NodeID-Nq6igQKd7ZPptmmEKGwbi5rvTbLfyKXtz;2050;;;
NodeID-F8vhMMuinEdY4zzcg2rMiN5APfJ5Y7kc1;2050;;;
NodeID-A3Y8AvJ5Q5PWW1M31Jd9LXejFxvnZWJ7P;2050;;;
NodeID-7RFMTxkyNxT8t5hLbG1wD6DMimADeppsr;2050;;;
NodeID-6P6HFXiBMXhFQd9gsQC4LmJuxRKATdkoz;2050;;;
NodeID-FAkkdgPab8FSxa6evhUfhr78Ne1DnKGzW;2050;;;
NodeID-DX4fcvzc8D9uK3fwwamXrUjP7gg3mMXhk;2050;;;
NodeID-P6yCGsrkpFw4Y3131tymNJyfV6zt3rYGk;2050;;;
NodeID-FiT4KFvVe3J91s58h1QTyvqx8Qh3cmi6s;2050;;;
NodeID-P57MHWMniUdRKTQA7U9LBSqrqiPGp1FyW;2050;;;
NodeID-MQ7P5PDKW8nixJ1b49bVXi3z4KUVQtRdD;2050;;;
NodeID-3NgkZSWchi1D5X69JTxPhHQtuTXs3AffW;2050;;;
NodeID-Pyv1W9YSnj8rDjT2x4gz6VhNqYLL4opJr;2050;;;
NodeID-JFuLtxNb6K2DhkbjAZWkgqxzVs1ibXAeA;2050;;;
NodeID-3LWanr12TdEAr9yrmCv3TLTqUeRoPyNe7;2050;;;
NodeID-CLyN7hqGvPbKJpBekb5JPPMtZS7xkerGj;2050;;;
NodeID-HwDeroGf6DgFef4pjWEVdkTdbp61s6oNQ;2050;;;
NodeID-PvrJM2eu3EWmd2JPyWhhsSEbMeuzEkbXi;2050;;;
NodeID-AkfuAYypbKqRDr7tg5TJXQbJRh6S24iKk;2050;;;
NodeID-Jb1E4ervpBNaj5EcrNzqHgM4E7YXpovHR;2050;;;
NodeID-DY2Tk5ZqUir1NpSiTwXVGdETCGGEV8wHe;2050;;;
XPLUS / Validator 2;2050;;;
XPLUS / Validator 3;2050;;;
NodeID-BmdvqmWYnETchQRugGYrCP8ey4uSnV9Lh;2050;;;
XPLUS / Validator 4;2050;;;
NodeID-JCLSgdzB2p9wFeg1VnEr3nF6aDhxACEUA;2050;;;
XPLUS / Validator 5;2050;;;
Swimmer Network / Swimmer 3;2050;;;
NodeID-PT45awwLjTTiEqvFufS4nCkVN7wtEsDmf;2050;;;
NodeID-Ess2uf91CDTfKsLezaTLKqqsWcpEHGvJv;2050;;;
NodeID-EFd4jseGxHxQmYX1ATcJUSZoCnE7z6dFe;2050;;;
NodeID-CDFHmPou4srnjz5mrseH6Sawr31Sh9xWd;2050;;;
NodeID-2XkMsqxtgfvhBMGgHymEysZxjzt9qg8cE;2048.72;;;
NodeID-BoN8r3MqeJiqVcvrQx1VubZMGDQE5pJi7;2048;;;
NodeID-GCcBkYAE7DWm2inYCa2adCgBGvAJBdpsr;2043.96;;;
NodeID-LiVK9DFpqttU5go5YCTet4TE6xMnBYRcc;2041.2;;;
NodeID-H8zo2PiLCmdf8m1947LiyaFJC3uw2PndY;2040;;;
NodeID-PmH5X1xavW8PjgvkW1u4K9qTHAbMx36hq;2036.58;;;
NodeID-MHBrAomZpJhaYjqWKWXSS3YusVo7afBn6;2034.99;;;
NodeID-HCN2iPH42BPet33YyscjDr79ctBMKDuKg;2034.04;;;
NodeID-DQiR1rDxgjLJPPgdfDoDxDvFjLgbq1tNB;2034;;;
NodeID-BS73VSF2LFWT8Mpsd6bNy5js5xbZMEXAR;2032;;;
NodeID-ELxAoLLT4rkHwrAxxo6Ubkg11P4ye32kL;2030;;;
NodeID-6CGouDLcYyiuBY9xEi4rEaHCoBzH6UQrS;2029.78;;;
NodeID-KqKMF5JYhxjkMVpYWQz8zTiv1N1qm2nSf;2029.15;;;
NodeID-JqHkFFzz1tYoGHzPuTsueqF1yKifPiBEG;2026.31;;;
NodeID-9hksERdA8ypkBykmHuch4mw24RR2sg5js;2026;;;
NodeID-PPH8k8RGmrTuc6Dun92atkbDkgs3sj6ws;2026;;;
NodeID-6biB22M9yY6jfRUeKHvLvz7dyVVZ2XYNy;2026;;;
Stakeport.com / Base;2026;;;
NodeID-JKCgdbWtCa8BreNP3xftfUuoWGXoy8hWX;2026;;;
NodeID-7gLtM9D45daj6WJfqrT6uUje4muznwKwQ;2025.99;;;
NodeID-31dy71JeMTbFiPemv26tmZ2j9ExNvWSAz;2025.88;;;
NodeID-2bi8nFR2QkGRirmJcco8gs4KhCAkDjL28;2025;;;
NodeID-6fsahCyw1kTtLowYQZ5fvst3LfaHteqYt;2025;;;
NodeID-F5rWRrDp5eoTrY77uSeDYKge592WxL7Ts;2025;;;
NodeID-MdbGwuwPdcJU4iyubewCwsXLmz4E6AAB1;2025;;;
NodeID-F43HFFLTytJsHmxDN2GCX7uDAX94JtCgC;2025;;;
NodeID-F8Yq4R4Mx1LHGbQ7g8s3beNB4LGnCUBpv;2025;;;
NodeID-HRRpnhEJ3a8LHDiq7AeuTzp48kBxHkmKw;2025;;;
NodeID-CRwEi8XcCJPJg2tg8dGnRojjxPVQmcVkf;2025;;;
NodeID-HkE9eyj5U8saYexeGWuPcQQbiu5MyRHHa;2025;;;
NodeID-FopWxWkPwvfbWqyn1toHLq8KGjomZTtB3;2025;;;
NodeID-MqjUf9X2kfpp7P8a2TtZ9XCqhijeP6uYN;2025;;;
NodeID-8Kv8ZYrpFheRKh9F7TXgJXAP4Q6cjWX1Q;2025;;;
NodeID-67BcS4vUVoqe3DDgRhbPjC759TgMUhuBT;2025;;;
NodeID-2BSvxuZFVVSpjrezuABMPvC6cLMwH8TT8;2025;;;
NodeID-FgJXbUkWtKJJqNVXTWQ9Mj39NFNQ9cY1h;2025;;;
NodeID-GnKLq2ipT4D2CMcrrGYndSCuQL58yhCR7;2025;;;
NodeID-9KkLEoCh4qkKWinnmBx9xv7xaFBiZGMt7;2025;;;
NodeID-5wQr9SafAyQ6BKMjtTomLB7Bc4tg8iYD4;2025;;;
NodeID-J7PjfVJgpLL3mBMUwpicPqiqDFAmNWhKA;2025;;;
NodeID-EmhfRnDPSzpEMhGy3KSC4BWhPdtoxmqqV;2025;;;
NodeID-PFhdeVkEdr4CuKqixoa8i7s1x22qRj2vo;2025;;;
NodeID-7gu4gthY5YhpmpUpQvuAy5CDDvDs2yEVt;2025;;;
NodeID-Fp9D4hAMGrJFnTNrVmGxKBb95MJueQUan;2025;;;
NodeID-8A7bkWpH6nJ3WjegKQ4n52tEsvxjaX5Yc;2025;;;
NodeID-NWKQQXERMEAN4YZZsJ2KdsgfkRAHKmkRA;2025;;;
NodeID-MydZ4Ju3KA959gXeERXvqxN88EtUrAaGc;2025;;;
NodeID-5SVR4vL6ytDWPS5eYXrciHM7T3jsXJcDd;2025;;;
NodeID-NYh4pgvupjKc32GCjkH89BWRiVYRzM2Qt;2025;;;
NodeID-Mc6VMKAa7djwB3xitCT693bXpqJLAAnyP;2025;;;
NodeID-51g4i7aFti48RKo9EZoCp2zKTJKwbCsbm;2025;;;
NodeID-Lzi1KscUsYreE9Ysqzz7xignLZX2oWebL;2025;;;
NodeID-EZ7FxvAP8MCsQgCz36DMBUGA1tcHL2PG7;2025;;;
NodeID-Dv4KWhKB56So4dZNxRRi3J2V74TaUXWMg;2025;;;
NodeID-76DhcibSdBsQMFs4GqjuPPcMWC5CCENpH;2025;;;
NodeID-8NK1pWM2xyuucdECF2bC6cSEeZCZWYJVF;2025;;;
NodeID-9KjtB2xC9aehpcYRuqJR4myLGJaq1tVse;2025;;;
NodeID-A1UzzdVVseagwuVpCtSCgrv7924N4eJqZ;2025;;;
NodeID-4RV8eRbw9andBLK2og4rtt3W7txBmSuxA;2025;;;
NodeID-MFp5wwuKzSfCNESpdD3avbZBkZ3KMkEeK;2025;;;
RockX 01;2023;;;
NodeID-JwiikR8FhmnYxxGjywAZeJMFjxfpfD3L3;2021.99;;;
NodeID-P9FGdfCp7sHRcUwHERp2hzo98ifUaCZ5x;2020.2;;;
NodeID-D2hsJkh6oAf5X9WEuNgbChFvkeUgC99Ns;2017.74;;;
NodeID-EuXrZRrQtoZKQYtRPFgbbZtzZgPj81pqp;2014.97;;;
NodeID-BbA8NX9JjvdF5dQcQ9GnToVKDp1R2ifyg;2014;;;
NodeID-13XrVPjS5dVxBKaweeG94SjY1Q6yeM4EJ;2011.92;;;
NodeID-BWuTMxzh6jP3hkNxYm1eq5qpATLWqzri8;2011;;;
NodeID-Q9XodTB6ZagmUWjT4XgYwYXki46HgYgrC;2010.71;;;
NodeID-8byZLbVuVJbedEvsAjZxTTSqorsjz7ThK;2009.96;;;
NodeID-AR44a1cyPrD8cCNZgyhv7Tc2Lvw3ryhEu;2009.09;;;
NodeID-5gcdejFBQ3wMPFpo7qKUKBREJ8w3PRTM1;2009;;;
NodeID-D5aUrNtb3vKUBKYpdapiaGEaBTmUz3Jr2;2009;;;
NodeID-xVVbmFL3eww4dmBkgQ2akBxcnEy4VyLh;2007.43;;;
NodeID-LF7ktpNDXo1fjHYN6MYHnitMPrHwN3pup;2006.91;;;
NodeID-JmXohPkLkrEZitY3MMmUgMZdWoEDZFqM;2004.63;;;
NodeID-6ETncdUXndB43iT4LijRYLHF711gWeAgJ;2003.93;;;
NodeID-PF9fY3h6ZMMqPmTZZUwc7wyLnZ1rSoz5u;2003.33;;;
NodeID-9g6keiiMr9vXhaSNP3oqdxhu42LEZ3pWu;2002.66;;;
NodeID-7mhLMgLtqbV1z8yTXNh1duCp1kv9AvqSD;2002;;;
NodeID-GETDHVMLDQDdhmShWTQY5kig2W9Zbg5pH;2002;;;
NodeID-4TSV8FnyRHrVAmPALXfvLnGaHGspS5W2R;2001.25;;;
NodeID-EfnXCVeLUtW24v8gwW1VYiNuqDeRPEVYC;2001;;;
NodeID-FrhMaTxsagqjYCetCyxLxpbcpkN3cjVLH;2001;;;
NodeID-Pe1pUMoFAts11s2kA3F7EPmzLyZwj6Msv;2001;;;
NodeID-21BM7DHaGiR6gHMNMdepw8SzSFwm5cQBc;2001;;;
NodeID-CCAvx71wtUXDsgKcJpX4Sdz1fEEnEmMRg;2001;;;
NodeID-LQP4aci528q8z4KMe8Ug3Gh1aHj4yojPX;2001;;;
NodeID-Ly9XFebmbJcWmVAdMGbwhH1uGdVC4QSNv;2001;;;
NodeID-9fXyeBm51pheU58bBykUoXgzCx1cdEE8n;2001;;;
NodeID-3EzewMeb8MrVyWam8FhnHPHPoKsT7ERXM;2001;;;
NodeID-dfTcayc6JNvzk2pvoSeCLS1tqDavegC7;2000.35;;;
NodeID-5XCCXQqPnByrnPo3RivusyXUq9AANMvHX;2000;;;
NodeID-7FzdnhaMiu3MURXuYD1D5oWEeD7asKvth;2000;;;
NodeID-Ac6q1M5RxmVArudbSKEj5TrfGvoPp4HPv;2000;;;
NodeID-4aNhS2xQZFCfn664d2kmURidws4ijwwtB;2000;;;
NodeID-7QpkEAvjmwVr1vGJX5ruoh4mcN5Rv7Dt6;2000;;;
NodeID-NHXFpC3uePv6MjomLx21bwMifQpBiph77;2000;;;
NodeID-FFi7jAz8UyDsyFso9LvFUZR5CChhcoK12;2000;;;
NodeID-yR1d9qN9zWBG259hQJYh2N2ARtx5BEQi;2000;;;
NodeID-ATGChtr1D7YVdY5KPMyAnG632zLSKvtdL;2000;;;
NodeID-J7fYNqaJMe7sBwBfWc4qaboH9VRJqNVhS;2000;;;
NodeID-59mPrDyPrj1gsFBwnLM5p7q2DFf9KnPks;2000;;;
NodeID-9MaXpx17YAGMna3YPtVAAs9dmFfsGGp9S;2000;;;
